UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Temperature Difference [K],Power,Power [W],Type_LabelEncoded,Cluster
542,L47721,L,297.4,309.4,1296,52.3,96,0,No Failure,12.0,67780.8,7097.988777814635,1,0
543,L47722,L,297.5,309.4,1803,24.7,98,0,No Failure,11.899999999999977,44534.1,4663.60004647444,1,5
544,H29957,H,297.5,309.3,1563,36.1,100,0,No Failure,11.800000000000011,56424.3,5908.738878798219,0,5
545,M15404,M,297.5,309.4,1831,26.6,105,0,No Failure,11.899999999999977,48704.600000000006,5100.333785200982,2,5
547,L47726,L,297.5,309.4,1809,24.3,110,0,No Failure,11.899999999999977,43958.700000000004,4603.344299378588,1,5
548,M15407,M,297.5,309.4,1482,39.3,112,0,No Failure,11.899999999999977,58242.6,6099.150809532296,2,3
549,L47728,L,297.4,309.3,1332,53.2,115,0,No Failure,11.900000000000034,70862.40000000001,7420.693175191379,1,6
550,L47729,L,297.4,309.2,1437,40.4,117,0,No Failure,11.800000000000011,58054.799999999996,6079.484439520823,1,3
551,L47730,L,297.4,309.2,1698,29.4,119,0,No Failure,11.800000000000011,49921.2,5227.735839279559,1,3
552,L47731,L,297.4,309.2,1274,54.3,121,0,No Failure,11.800000000000011,69178.2,7244.324163618847,1,6
553,M15412,M,297.4,309.3,1622,35.0,123,0,No Failure,11.900000000000034,56770.0,5944.940498143085,2,3
554,M15413,M,297.4,309.3,1564,36.0,126,0,No Failure,11.900000000000034,56304.0,5896.141092257323,2,3
555,H29968,H,297.5,309.4,1368,45.3,129,0,No Failure,11.899999999999977,61970.399999999994,6489.525112667363,0,6
556,M15415,M,297.4,309.4,1539,42.2,134,0,No Failure,12.0,64945.8,6801.108272050399,2,6
557,L47736,L,297.5,309.4,1357,50.1,137,0,No Failure,11.899999999999977,67985.7,7119.445855638653,1,6
558,M15417,M,297.5,309.4,1433,48.3,139,0,No Failure,11.899999999999977,69213.9,7248.062658876618,2,6
559,L47738,L,297.5,309.4,1650,34.6,142,0,No Failure,11.899999999999977,57090.0,5978.450819781376,1,3
560,L47739,L,297.5,309.4,1503,40.6,144,0,No Failure,11.899999999999977,61021.8,6390.187952960855,1,3
561,L47740,L,297.5,309.4,1318,58.2,146,0,No Failure,11.899999999999977,76707.6,8032.801087816814,1,6
562,M15421,M,297.5,309.4,1678,34.4,148,0,No Failure,11.899999999999977,57723.2,6044.759368723145,2,3
563,L47742,L,297.6,309.5,1574,30.9,151,0,No Failure,11.899999999999977,48636.6,5093.212841852844,1,3
564,L47743,L,297.7,309.6,1529,35.2,153,0,No Failure,11.900000000000034,53820.8,5636.100996344185,1,3
565,H29978,H,297.6,309.6,1669,32.1,155,0,No Failure,12.0,53574.9,5610.35040856026,0,3
566,H29979,H,297.7,309.7,1570,35.8,160,0,No Failure,12.0,56205.99999999999,5885.878556255596,0,3
567,M15426,M,297.6,309.7,1541,33.7,165,0,No Failure,12.099999999999966,51931.700000000004,5438.274906947636,2,3
568,M15427,M,297.7,309.7,1680,30.2,168,0,No Failure,12.0,50736.0,5313.061495751058,2,3
570,M15429,M,297.7,309.6,1596,35.2,173,0,No Failure,11.900000000000034,56179.200000000004,5883.07206681839,2,3
571,L47750,L,297.7,309.7,1498,41.0,176,0,No Failure,12.0,61418.0,6431.677919939263,1,3
572,M15431,M,297.8,309.8,1676,29.0,178,0,No Failure,12.0,48604.0,5089.798977835943,2,3
573,L47752,L,297.8,309.9,1351,49.0,181,0,No Failure,12.099999999999966,66199.0,6932.343069166357,1,6
574,L47753,L,297.9,309.9,1472,45.0,183,0,No Failure,12.0,66240.0,6936.636579126263,1,6
575,M15434,M,297.9,310.0,1439,41.7,185,0,No Failure,12.100000000000023,60006.3,6283.8450416368405,2,2
576,M15435,M,297.9,309.9,1410,55.4,188,0,No Failure,12.0,78114.0,8180.078951417103,2,6
577,H29990,H,297.7,309.7,1440,51.1,191,0,No Failure,12.0,73584.0,7705.698460725044,0,6
578,L47757,L,297.7,309.7,1591,37.7,196,0,No Failure,12.0,59980.700000000004,6281.164215905777,1,3
579,L47758,L,297.8,309.8,1533,36.8,198,0,No Failure,12.0,56414.399999999994,5907.7021532225335,1,3
580,M15439,M,297.8,309.7,1700,31.3,200,0,No Failure,11.899999999999977,53210.0,5572.138169917096,2,3
581,M15440,M,297.8,309.8,1798,25.5,203,0,No Failure,12.0,45849.0,4801.296052481281,2,7
582,L47761,L,297.8,309.7,1394,42.9,206,0,No Failure,11.899999999999977,59802.6,6262.513627518965,1,6
583,L47762,L,297.8,309.7,1341,49.2,208,0,No Failure,11.899999999999977,65977.2,6909.116227480816,1,6
584,H29997,H,297.7,309.6,1697,32.2,210,0,No Failure,11.900000000000034,54643.4,5722.2434669056165,0,3
585,H29998,H,297.6,309.6,1419,48.2,215,0,No Failure,12.0,68395.8,7162.391427213226,0,6
587,L47766,L,297.6,309.6,1501,49.8,222,1,Overstrain Failure,12.0,74749.8,7827.780751243544,1,6
588,H30001,H,297.6,309.5,1623,33.1,224,0,No Failure,11.899999999999977,53721.3,5625.681380709779,0,3
589,L47768,L,297.6,309.4,1628,33.4,229,0,No Failure,11.799999999999955,54375.2,5694.157628582523,1,3
590,L47769,L,297.6,309.4,1491,40.2,231,0,No Failure,11.799999999999955,59938.200000000004,6276.7136263131915,1,3
591,L47770,L,297.5,309.4,1517,36.7,233,0,No Failure,11.899999999999977,55673.9,5830.157174556426,1,3
592,H30005,H,297.5,309.3,1525,41.7,235,0,No Failure,11.800000000000011,63592.50000000001,6659.3910274469645,0,3
593,H30006,H,297.5,309.5,1668,27.9,240,0,No Failure,12.0,46537.2,4873.36418795463,0,3
594,L47773,L,297.5,309.6,1312,50.7,0,0,No Failure,12.100000000000023,66518.40000000001,6965.790558951577,1,0
595,H30008,H,297.6,309.6,1278,50.4,2,0,No Failure,12.0,64411.2,6745.125090963429,0,0
596,M15455,M,297.6,309.6,1330,53.1,7,0,No Failure,12.0,70623.0,7395.623265815731,2,0
597,M15456,M,297.6,309.6,1530,37.3,10,0,No Failure,12.0,57068.99999999999,5976.251704923862,2,5
598,H30011,H,297.6,309.6,1428,46.6,13,0,No Failure,12.0,66544.8,6968.555160486735,0,0
599,L47778,L,297.7,309.6,1480,47.9,18,0,No Failure,11.900000000000034,70892.0,7423.79287994292,1,0
600,H30013,H,297.7,309.7,1616,31.1,20,0,No Failure,12.0,50257.600000000006,5262.963564901814,0,5
601,L47780,L,297.8,309.7,1547,37.3,25,0,No Failure,11.899999999999977,57703.1,6042.654501645239,1,5
605,L47784,L,297.9,309.9,1542,33.8,33,0,No Failure,12.0,52119.6,5457.951748934619,1,5
606,M15465,M,297.9,309.8,1693,29.9,35,0,No Failure,11.900000000000034,50620.7,5300.987307985761,2,5
607,L47786,L,297.9,309.8,1461,50.5,38,0,No Failure,11.900000000000034,73780.5,7726.275892606057,1,0
608,M15467,M,298.0,309.9,1565,33.9,40,0,No Failure,11.899999999999977,53053.5,5555.749528240869,2,5
609,L47788,L,298.0,309.9,1403,47.7,43,0,No Failure,11.899999999999977,66923.1,7008.1706438485035,1,4
610,L47789,L,298.1,309.9,1629,32.5,45,0,No Failure,11.799999999999955,52942.5,5544.125635422587,1,5
611,L47790,L,298.1,310.0,1534,33.7,47,0,No Failure,11.899999999999977,51695.8,5413.571516714907,1,1
612,L47791,L,298.1,310.0,1553,40.9,49,0,No Failure,11.899999999999977,63517.7,6651.557989764013,1,1
613,L47792,L,298.1,309.9,1563,32.8,51,0,No Failure,11.799999999999955,51266.399999999994,5368.6048538665245,1,5
614,L47793,L,298.1,309.9,1634,30.0,53,0,No Failure,11.799999999999955,49020.0,5133.362395965722,1,5
615,M15474,M,298.0,309.9,1445,45.2,55,0,No Failure,11.899999999999977,65314.00000000001,6839.666085885458,2,4
616,L47795,L,298.1,309.9,1642,30.4,58,0,No Failure,11.799999999999955,49916.799999999996,5227.2750723570325,1,5
617,H30030,H,298.1,309.9,1686,29.1,60,0,No Failure,11.799999999999955,49062.600000000006,5137.82345753382,0,5
618,M15477,M,298.1,310.0,1393,43.1,65,0,No Failure,11.899999999999977,60038.3,6287.196073800669,2,4
619,H30032,H,298.2,310.0,1433,44.2,68,0,No Failure,11.800000000000011,63338.600000000006,6632.802681622083,0,4
620,L47799,L,298.3,310.0,1507,44.7,73,0,No Failure,11.699999999999989,67362.90000000001,7054.22639215013,1,4
621,M15480,M,298.3,310.1,1389,49.6,75,0,No Failure,11.800000000000011,68894.40000000001,7214.6046971158885,2,4
622,L47801,L,298.3,310.1,1408,45.3,78,0,No Failure,11.800000000000011,63782.399999999994,6679.277308944186,1,4
623,M15482,M,298.4,310.2,1725,32.0,80,0,No Failure,11.800000000000011,55200.0,5780.530482605219,2,1
625,H30038,H,298.3,310.1,1509,37.6,85,0,No Failure,11.800000000000011,56738.4,5941.631353881304,0,1
626,L47805,L,298.3,310.1,1545,36.3,90,0,No Failure,11.800000000000011,56083.49999999999,5873.050386253438,1,1
627,L47806,L,298.4,310.1,1533,35.2,92,0,No Failure,11.700000000000045,53961.600000000006,5650.845537865033,1,1
628,L47807,L,298.4,310.1,1455,42.2,94,0,No Failure,11.700000000000045,61401.00000000001,6429.89768410223,1,4
629,M15488,M,298.4,310.1,1335,57.8,96,0,No Failure,11.700000000000045,77163.0,8080.4904642983065,2,4
630,L47809,L,298.3,310.1,1523,45.9,99,0,No Failure,11.800000000000011,69905.7,7320.5077854684,1,4
631,L47810,L,298.3,310.0,1460,47.6,101,0,No Failure,11.699999999999989,69496.0,7277.604101795875,1,4
632,L47811,L,298.4,310.0,1554,37.3,103,0,No Failure,11.600000000000023,57964.2,6069.996829706983,1,1
633,H30046,H,298.3,310.0,1419,47.1,105,0,No Failure,11.699999999999989,66834.90000000001,6998.934361446949,0,4
634,L47813,L,298.3,310.0,1442,43.9,110,0,No Failure,11.699999999999989,63303.799999999996,6629.1584341439175,1,4
635,L47814,L,298.3,309.9,1507,41.6,112,0,No Failure,11.599999999999966,62691.200000000004,6565.007112157615,1,3
636,L47815,L,298.3,310.0,1858,23.9,114,0,No Failure,11.699999999999989,44406.2,4650.2063897946355,1,7
637,L47816,L,298.3,309.9,1463,43.9,116,0,No Failure,11.599999999999966,64225.7,6725.699576388732,1,6
638,L47817,L,298.2,309.7,1585,37.4,118,0,No Failure,11.5,59279.0,6207.682363738311,1,3
639,L47818,L,298.0,309.6,1536,37.3,120,0,No Failure,11.600000000000023,57292.799999999996,5999.687986119643,1,3
640,L47819,L,298.0,309.6,1403,51.3,122,0,No Failure,11.600000000000023,71973.9,7537.0891830068795,1,6
641,M15500,M,297.9,309.6,1515,38.8,124,0,No Failure,11.700000000000045,58781.99999999999,6155.636645443839,2,3
642,L47821,L,297.9,309.5,1390,47.9,127,0,No Failure,11.600000000000023,66581.0,6972.346015622067,1,6
643,M15502,M,297.8,309.4,1226,58.7,129,0,No Failure,11.599999999999966,71966.2,7536.282840892458,2,6
644,M15503,M,297.8,309.4,1495,36.5,132,0,No Failure,11.599999999999966,54567.5,5714.295237492034,2,3
645,H30058,H,297.7,309.4,1608,30.2,135,0,No Failure,11.699999999999989,48561.6,5085.358860218869,0,3
646,L47825,L,297.7,309.4,1392,44.1,140,0,No Failure,11.699999999999989,61387.200000000004,6428.452551481579,1,6
647,M15506,M,297.7,309.4,1461,43.7,142,0,No Failure,11.699999999999989,63845.700000000004,6685.906069443262,2,6
648,L47827,L,297.7,309.3,1559,36.9,145,0,No Failure,11.600000000000023,57527.1,6024.223824744179,1,3
649,H30062,H,297.7,309.3,1400,48.9,147,0,No Failure,11.600000000000023,68460.0,7169.114435491908,0,6
650,M15509,M,297.7,309.2,1732,28.8,152,0,No Failure,11.5,49881.6,5223.58893697682,2,3
651,L47830,L,297.6,309.2,1611,33.1,155,0,No Failure,11.599999999999966,53324.100000000006,5584.08669397625,1,3
652,L47831,L,297.6,309.1,1503,38.9,157,0,No Failure,11.5,58466.7,6122.618506654611,1,3
653,L47832,L,297.7,309.2,1391,44.5,159,0,No Failure,11.5,61899.5,6482.100482029379,1,6
655,L47834,L,297.8,309.2,1683,30.9,163,0,No Failure,11.399999999999977,52004.7,5445.91944907137,1,3
656,L47835,L,297.7,309.1,1435,38.8,165,0,No Failure,11.400000000000034,55677.99999999999,5830.586525552416,1,3
657,M15516,M,297.7,309.1,1732,28.1,167,0,No Failure,11.400000000000034,48669.200000000004,5096.626705869746,2,3
658,L47837,L,297.7,309.2,1365,58.6,170,0,No Failure,11.5,79989.0,8376.428492266465,1,6
659,L47838,L,297.7,309.1,1562,36.8,172,0,No Failure,11.400000000000034,57481.6,6019.459075886235,1,3
660,L47839,L,297.6,309.1,1449,49.1,174,0,No Failure,11.5,71145.90000000001,7450.381225767803,1,6
661,M15520,M,297.7,309.2,1700,27.4,176,0,No Failure,11.5,46580.0,4877.846193473752,2,3
662,M15521,M,297.6,309.0,1427,45.6,179,0,No Failure,11.399999999999977,65071.200000000004,6814.240129342405,2,6
663,M15522,M,297.6,308.9,1479,38.1,182,0,No Failure,11.299999999999955,56349.9,5900.947729017316,2,3
664,L47843,L,297.5,308.9,1469,44.0,185,0,No Failure,11.399999999999977,64636.0,6768.666091914329,1,6
665,L47844,L,297.5,308.9,1390,47.4,187,0,No Failure,11.399999999999977,65886.0,6899.565785813903,1,6
666,L47845,L,297.5,308.9,1729,28.1,189,0,No Failure,11.399999999999977,48584.9,5087.798830513158,1,3
667,L47846,L,297.5,309.0,1470,43.5,191,0,No Failure,11.5,63945.0,6696.304741126643,1,6
668,L47847,L,297.5,308.9,1459,48.5,193,0,No Failure,11.399999999999977,70761.5,7410.126951899804,1,6
669,L47848,L,297.5,308.9,1738,24.0,195,0,No Failure,11.399999999999977,41712.0,4368.070425551248,1,3
670,H30083,H,297.5,308.9,1471,37.7,197,0,No Failure,11.399999999999977,55456.700000000004,5807.412043744436,0,3
671,L47850,L,297.6,309.0,1822,25.4,202,0,No Failure,11.399999999999977,46278.799999999996,4846.30460323171,1,3
672,L47851,L,297.5,308.9,1554,34.8,204,0,No Failure,11.399999999999977,54079.2,5663.160581067104,1,3
673,M15532,M,297.6,308.9,1433,43.2,206,0,No Failure,11.299999999999955,61905.600000000006,6482.73927253561,2,6
674,L47853,L,297.6,308.9,1449,47.7,209,0,No Failure,11.299999999999955,69117.3,7237.94673053206,1,6
675,L47854,L,297.8,309.0,1456,41.2,0,0,No Failure,11.199999999999989,59987.200000000004,6281.844894314055,1,0
676,M15535,M,297.8,309.1,1424,45.5,2,0,No Failure,11.300000000000011,64792.0,6785.002373712996,2,0
677,H30090,H,297.9,309.2,1577,34.7,5,0,No Failure,11.300000000000011,54721.9,5730.46396768251,0,5
678,L47857,L,297.9,309.2,1478,39.7,10,0,No Failure,11.300000000000011,58676.600000000006,6144.599183254229,1,5
679,M15538,M,297.8,309.2,1295,61.2,12,0,No Failure,11.399999999999977,79254.0,8299.459472253515,2,0
680,L47859,L,297.8,309.2,1372,47.3,15,0,No Failure,11.399999999999977,64895.6,6795.851340343392,1,0
681,M15540,M,297.8,309.1,1432,42.6,17,0,No Failure,11.300000000000011,61003.200000000004,6388.240165515629,2,0
682,M15541,M,297.7,309.0,1656,33.2,20,0,No Failure,11.300000000000011,54979.200000000004,5757.408360674799,2,5
683,H30096,H,297.8,309.0,1410,48.8,23,0,No Failure,11.199999999999989,68808.0,7205.556910273549,0,0
684,L47863,L,297.7,309.0,1874,24.4,28,0,No Failure,11.300000000000011,45725.6,4788.373634699515,1,5
685,L47864,L,297.7,309.0,1538,43.2,30,0,No Failure,11.300000000000011,66441.6,6957.748081758387,1,0
686,M15545,M,297.7,309.0,1636,29.7,32,0,No Failure,11.300000000000011,48589.2,5088.249125460172,2,5
687,M15546,M,297.7,309.0,1504,40.4,35,0,No Failure,11.300000000000011,60761.6,6362.9398726787185,2,5
688,M15547,M,297.7,309.0,1531,42.4,38,0,No Failure,11.300000000000011,64914.4,6797.820071739642,2,0
689,H30102,H,297.6,309.0,1735,26.4,41,0,No Failure,11.399999999999977,45804.0,4796.583663500896,0,5
690,H30103,H,297.6,309.0,1354,55.6,46,0,No Failure,11.399999999999977,75282.40000000001,7883.554492820275,0,0
691,H30104,H,297.6,309.0,1413,40.2,51,0,No Failure,11.399999999999977,56802.600000000006,5948.3543621599865,0,5
692,L47871,L,297.7,309.1,1563,39.3,56,0,No Failure,11.400000000000034,61425.899999999994,6432.505206004708,1,5
693,L47872,L,297.7,309.1,1479,42.1,58,0,No Failure,11.400000000000034,62265.9,6520.4698003052235,1,0
694,L47873,L,297.7,309.1,1477,38.3,60,0,No Failure,11.400000000000034,56569.1,5923.902299339545,1,5
695,L47874,L,297.6,309.1,1394,50.0,62,0,No Failure,11.5,69700.0,7298.966931840286,1,0
696,L47875,L,297.6,309.0,1487,45.4,64,0,No Failure,11.399999999999977,67509.8,7069.609724177207,1,0
697,M15556,M,297.6,309.0,1815,25.3,66,0,No Failure,11.399999999999977,45919.5,4808.678795217216,2,5
698,M15557,M,297.6,308.8,1453,39.7,69,0,No Failure,11.199999999999989,57684.100000000006,6040.664826297966,2,5
699,L47878,L,297.6,308.8,1539,40.2,72,0,No Failure,11.199999999999989,61867.8,6478.780865792087,1,5
700,H30113,H,297.5,308.7,1416,39.2,74,0,No Failure,11.199999999999989,55507.200000000004,5812.700391377979,0,5
701,M15560,M,297.6,308.8,1683,31.6,79,0,No Failure,11.199999999999989,53182.8,5569.289792577842,2,5
702,L47881,L,297.7,308.8,1515,40.1,82,0,No Failure,11.100000000000023,60751.5,6361.88220315201,1,5
703,M15562,M,297.7,308.9,1531,48.3,84,0,No Failure,11.199999999999989,73947.3,7743.743147760017,2,0
704,H30117,H,297.7,308.9,1479,40.9,87,0,No Failure,11.199999999999989,60491.1,6334.61317891885,0,0
705,L47884,L,297.7,308.9,1516,33.7,92,0,No Failure,11.199999999999989,51089.200000000004,5350.048513259322,1,5
706,L47885,L,297.7,309.0,1507,38.2,94,0,No Failure,11.300000000000011,57567.4,6028.444030875502,1,5
707,M15566,M,297.8,309.0,1434,43.3,96,0,No Failure,11.199999999999989,62092.2,6502.2799788409375,2,0
708,L47887,L,297.7,308.9,1838,27.3,99,0,No Failure,11.199999999999989,50177.4,5254.565040541216,1,5
709,M15568,M,297.6,308.8,1416,45.9,101,0,No Failure,11.199999999999989,64994.4,6806.197652149215,2,0
710,M15569,M,297.6,308.8,1357,49.7,104,0,No Failure,11.199999999999989,67442.90000000001,7062.603972559703,2,0
711,M15570,M,297.5,308.7,1697,28.1,107,0,No Failure,11.199999999999989,47685.700000000004,4993.63482670956,2,5
712,L47891,L,297.5,308.7,1443,46.2,110,0,No Failure,11.199999999999989,66666.6,6981.3100266603105,1,6
713,L47892,L,297.5,308.7,1453,37.6,112,0,No Failure,11.199999999999989,54632.8,5721.133437501348,1,3
714,L47893,L,297.4,308.6,1439,46.4,114,0,No Failure,11.200000000000045,66769.59999999999,6992.096161437634,1,6
715,L47894,L,297.4,308.6,1609,36.2,116,0,No Failure,11.200000000000045,58245.8,6099.485912748679,1,3
716,L47895,L,297.4,308.6,1324,59.1,118,0,No Failure,11.200000000000045,78248.40000000001,8194.153286505187,1,6
717,H30130,H,297.4,308.6,1420,45.8,120,0,No Failure,11.200000000000045,65035.99999999999,6810.553993962192,0,6
718,L47897,L,297.4,308.7,1545,36.9,125,0,No Failure,11.300000000000011,57010.5,5970.125599249363,1,3
719,L47898,L,297.5,308.8,1477,39.0,127,0,No Failure,11.300000000000011,57603.0,6032.1720541577615,1,3
720,L47899,L,297.4,308.8,1447,58.1,129,0,No Failure,11.400000000000034,84070.7,8803.86311673838,1,6
721,L47900,L,297.4,308.9,1809,23.8,131,0,No Failure,11.5,43054.200000000004,4508.625280872856,1,3
722,L47901,L,297.5,308.9,1696,30.9,133,0,No Failure,11.399999999999977,52406.399999999994,5487.9853747029365,1,3
723,L47902,L,297.5,308.9,1427,44.7,135,0,No Failure,11.399999999999977,63786.9,6679.748547842226,1,6
724,M15583,M,297.4,308.9,1500,46.3,137,0,No Failure,11.5,69450.0,7272.786993060371,2,6
725,L47904,L,297.5,308.9,1390,44.6,140,0,No Failure,11.399999999999977,61994.0,6491.9964988881875,1,6
726,L47905,L,297.4,308.8,1640,34.2,142,0,No Failure,11.400000000000034,56088.00000000001,5873.521625151478,1,3
727,M15586,M,297.4,308.8,1628,37.4,144,0,No Failure,11.400000000000034,60887.2,6376.0926739217475,2,3
728,H30141,H,297.3,308.6,1499,37.6,147,0,No Failure,11.300000000000011,56362.4,5902.256725956312,0,3
729,M15588,M,297.4,308.7,1425,50.3,152,0,No Failure,11.300000000000011,71677.5,7506.050247589413,2,6
730,L47909,L,297.3,308.6,1586,37.7,155,0,No Failure,11.300000000000011,59792.200000000004,6261.424542065721,1,3
731,M15590,M,297.3,308.6,1471,50.7,157,0,No Failure,11.300000000000011,74579.7,7809.9679208976895,2,6
732,M15591,M,297.3,308.6,1431,53.0,160,0,No Failure,11.300000000000011,75843.0,7942.260387540356,2,6
734,M15593,M,297.1,308.4,1421,42.0,165,0,No Failure,11.299999999999955,59682.0,6249.884425051534,2,3
735,H30148,H,297.0,308.4,1305,54.6,168,0,No Failure,11.399999999999977,71253.0,7461.596711541118,0,6
736,L47915,L,296.9,308.4,1557,32.4,173,0,No Failure,11.5,50446.799999999996,5282.776542570452,1,3
737,L47916,L,296.9,308.3,1555,38.2,175,0,No Failure,11.400000000000034,59401.00000000001,6220.45817386291,1,3
738,H30151,H,296.9,308.3,1474,39.2,177,0,No Failure,11.400000000000034,57780.8,6050.791226618037,0,3
739,L47918,L,296.8,308.3,1506,45.9,182,0,No Failure,11.5,69125.4,7238.794960548528,1,6
740,L47919,L,296.9,308.4,1390,41.8,184,0,No Failure,11.5,58101.99999999999,6084.427211962471,1,3
741,M15600,M,296.9,308.4,1450,46.9,186,0,No Failure,11.5,68005.0,7121.466946912462,2,6
742,L47921,L,296.9,308.3,1513,38.8,189,0,No Failure,11.400000000000034,58704.399999999994,6147.510392446554,1,3
743,L47922,L,296.8,308.2,1643,34.7,191,0,No Failure,11.399999999999977,57012.100000000006,5970.293150857555,1,3
744,L47923,L,296.8,308.2,1361,53.8,193,0,No Failure,11.399999999999977,73221.8,7667.768965420703,1,6
745,L47924,L,296.7,308.1,1450,40.9,195,0,No Failure,11.400000000000034,59305.0,6210.4050773714225,1,3
746,L47925,L,296.7,308.0,1451,50.7,197,0,No Failure,11.300000000000011,73565.7,7703.782089206354,1,6
747,L47926,L,296.8,308.1,1289,62.0,199,1,Overstrain Failure,11.300000000000011,79918.0,8368.99338965297,1,6
748,L47927,L,296.8,308.1,1356,48.3,201,0,No Failure,11.300000000000011,65494.799999999996,6858.599417611092,1,6
749,H30162,H,296.7,308.1,1528,46.3,203,0,No Failure,11.400000000000034,70746.4,7408.545683597497,0,6
751,L47930,L,296.7,308.0,1535,36.8,210,0,No Failure,11.300000000000011,56487.99999999999,5915.40952719934,1,3
752,M15611,M,296.8,308.1,1843,24.2,212,0,No Failure,11.300000000000011,44600.6,4670.563910189897,2,3
753,L47932,L,296.9,308.1,1422,48.7,215,0,No Failure,11.200000000000045,69251.40000000001,7251.989649693607,1,6
754,L47933,L,296.8,308.0,1536,40.4,217,0,No Failure,11.199999999999989,62054.399999999994,6498.321572097414,1,3
755,M15614,M,296.9,308.1,1483,44.3,219,0,No Failure,11.200000000000045,65696.9,6879.763280120775,2,6
756,H30169,H,296.8,308.1,1492,43.7,222,0,No Failure,11.300000000000011,65200.4,6827.769921703864,0,6
757,L47936,L,296.8,308.0,1584,40.4,227,0,No Failure,11.199999999999989,63993.6,6701.3941212254595,1,3
758,L47937,L,296.9,308.1,1555,33.7,229,0,No Failure,11.200000000000045,52403.50000000001,5487.681687413091,1,3
759,L47938,L,296.8,308.0,1497,41.7,231,0,No Failure,11.199999999999989,62424.9,6537.120241369249,1,3
760,M15619,M,296.7,307.8,1537,36.3,233,0,No Failure,11.100000000000023,55793.1,5842.6397693666895,2,3
761,L47940,L,296.7,307.8,1505,39.4,236,0,No Failure,11.100000000000023,59297.0,6209.567319330466,1,3
762,L47941,L,296.7,307.8,1646,34.6,238,0,No Failure,11.100000000000023,56951.600000000006,5963.957605672816,1,3
763,M15622,M,296.7,307.8,1286,60.5,0,0,No Failure,11.100000000000023,77803.0,8147.511107574889,2,0
764,L47943,L,296.7,307.8,1400,47.5,3,0,No Failure,11.100000000000023,66500.0,6963.863715457374,1,0
765,L47944,L,296.8,307.9,1337,56.5,5,0,No Failure,11.099999999999966,75540.5,7910.582661616659,1,0
766,L47945,L,296.9,308.0,1332,53.9,7,0,No Failure,11.100000000000023,71794.8,7518.333874864949,1,0
767,L47946,L,296.8,308.0,1561,38.3,9,0,No Failure,11.199999999999989,59786.299999999996,6260.806695510514,1,5
768,L47947,L,296.9,308.0,1546,31.1,11,0,No Failure,11.100000000000023,48080.600000000006,5034.988658006314,1,5
769,L47948,L,296.9,308.0,1713,29.3,13,0,No Failure,11.100000000000023,50190.9,5255.978757235332,1,5
770,L47949,L,296.9,308.0,1343,44.5,15,0,No Failure,11.100000000000023,59763.5,6258.419085093787,1,0
771,L47950,L,296.8,308.0,1391,54.4,17,0,No Failure,11.199999999999989,75670.4,7924.185757806702,1,0
772,H30185,H,296.8,308.0,1311,58.6,19,0,No Failure,11.199999999999989,76824.6,8045.053299165815,0,0
773,H30186,H,296.8,308.0,1453,51.0,24,0,No Failure,11.199999999999989,74103.0,7760.048013632148,0,0
774,L47953,L,296.8,308.0,1510,39.4,29,0,No Failure,11.199999999999989,59494.0,6230.197111089038,1,5
775,L47954,L,296.8,307.9,1448,48.8,31,0,No Failure,11.099999999999966,70662.4,7399.749224167445,1,0
776,L47955,L,296.7,307.8,1453,46.0,33,0,No Failure,11.100000000000023,66838.0,6999.258992687819,1,0
777,L47956,L,296.7,307.8,1468,39.2,35,0,No Failure,11.100000000000023,57545.600000000006,6026.161140213893,1,5
778,L47957,L,296.7,307.8,1382,47.5,37,0,No Failure,11.100000000000023,65645.0,6874.328324830065,1,0
779,L47958,L,296.7,308.0,1580,32.2,39,0,No Failure,11.300000000000011,50876.00000000001,5327.722261467811,1,5
780,L47959,L,296.8,308.0,1666,29.8,41,0,No Failure,11.199999999999989,49646.8,5199.000738474725,1,5
781,M15640,M,296.9,308.0,1409,50.7,43,0,No Failure,11.100000000000023,71436.3,7480.791842654551,2,0
782,L47961,L,296.8,308.0,1675,29.7,46,0,No Failure,11.199999999999989,49747.5,5209.546017815274,1,5
783,L47962,L,296.8,307.9,1698,30.8,48,0,No Failure,11.099999999999966,52298.4,5476.675641150015,1,5
784,H30197,H,296.7,307.9,1579,33.4,50,0,No Failure,11.199999999999989,52738.6,5522.773277353688,0,5
785,L47964,L,296.7,307.9,1743,27.9,55,0,No Failure,11.199999999999989,48629.7,5092.490275542518,1,5
786,M15645,M,296.9,308.0,1497,44.8,57,0,No Failure,11.100000000000023,67065.59999999999,7023.093208953053,2,0
787,L47966,L,296.9,308.1,1741,28.8,60,0,No Failure,11.200000000000045,50140.8,5250.732297503837,1,5
788,L47967,L,296.9,308.1,1435,45.3,62,0,No Failure,11.200000000000045,65005.49999999999,6807.360041431042,1,0
789,M15648,M,296.9,308.1,1440,46.3,64,0,No Failure,11.200000000000045,66672.0,6981.875513337956,2,0
790,M15649,M,296.9,308.0,1641,33.3,67,0,No Failure,11.100000000000023,54645.299999999996,5722.442434440343,2,5
791,L47970,L,296.8,307.9,1420,45.4,70,0,No Failure,11.099999999999966,64468.0,6751.073173054226,1,0
792,L47971,L,296.8,307.9,1611,35.4,72,0,No Failure,11.099999999999966,57029.399999999994,5972.104802621124,1,5
